[Line 1] heheh enjoy my tyler...
[Line 3] [Output:5553]: [PART] Workspace.Camera.WindPart | Size: 600, 150, 2
[Line 39164] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 79.60287475585938, 4.000095367431641, 2.0002012252807617
[Line 39165] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 79.33138275146484, 4.000008583068848, 2.0002083778381348
[Line 39166] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 18.000085830688477, 4.399978160858154, 1.2002378702163696
[Line 39167] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.315853118896484, 4.0000901222229, 1.1998646259307861
[Line 39168] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.314451217651367, 4.000013828277588, 1.2003575563430786
[Line 39169] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 13.999629020690918, 4.400089740753174, 1.1998896598815918
[Line 39170] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 18.043054580688477, 4.4000244140625, 1.200356364250183
[Line 39171] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 14.062193870544434, 4.4000244140625, 1.200219750404358
[Line 39172] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 31.1055908203125, 4.000023365020752, 1.2001560926437378
[Line 39173] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 31.1055908203125, 4.000023365020752, 1.2001560926437378
[Line 39174] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 25.101459503173828, 4.4000244140625, 1.199671983718872
[Line 39175] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 80.44852447509766, 4, 1.9997007846832275
[Line 39176] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.2633113861084, 4.0000901222229, 1.1998012065887451
[Line 39177] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 18.000085830688477, 4.400007247924805, 1.1998012065887451
[Line 39178] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 7.999917507171631, 4.400007247924805, 1.2000595331192017
[Line 39179] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 23.99991226196289, 4.399959087371826, 1.1999170780181885
[Line 39180] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 33.00006103515625, 4.399940490722656, 1.1997392177581787
[Line 39181] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 80.26582336425781, 4, 1.9999797344207764
[Line 39182] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 31.10595703125, 4, 1.2001953125
[Line 39183] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 30.62005615234375, 4.000402927398682, 1.6001569032669067
[Line 39184] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 80.09724426269531, 4, 1.99995756149292
[Line 39185] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 88.07823944091797, 4, 2.0000433921813965
[Line 39186] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 67.07776641845703, 4, 1.9999797344207764
[Line 39187] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 25.999826431274414, 4.399940490722656, 1.1997392177581787
[Line 39188] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.267501831054688, 3.9998939037323, 1.200027585029602
[Line 39189] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.757442474365234, 4, 1.2003535032272339
[Line 39190] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 44, 4.399994850158691, 1.2003535032272339
[Line 39191] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 32, 4.399994850158691, 1.2003535032272339
[Line 39192] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 86, 3.9999656677246094, 1.9998990297317505
[Line 39193] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.314563751220703, 4, 1.1998482942581177
[Line 39194] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.312824249267578, 4, 1.1998482942581177
[Line 39195] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 80.07476043701172, 4.000026226043701, 2.000136137008667
[Line 39196] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 31.99970245361328, 4.399895191192627, 1.1998984813690186
[Line 39197] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 80.07476043701172, 4.000026226043701, 2.000136137008667
[Line 39198] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 5.999851703643799, 4.400101661682129, 1.1998984813690186
[Line 39199] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 37.41677474975586, 3.9998908042907715, 1.9997626543045044
[Line 39200] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 69.6343994140625, 3.999941825866699, 2.0000598430633545
[Line 39201] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 37.000091552734375, 4.400008678436279, 1.1999969482421875
[Line 39202] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 26.799999237060547, 0.6000000238418579, 0.6000000238418579
[Line 39203] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 0.30000001192092896, 1.3999996185302734
[Line 39204] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.4999999701976776, 7.400000095367432, 7.400000095367432
[Line 39205] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 0.30000001192092896, 13.399999618530273
[Line 39206] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.4999999701976776, 7.400000095367432, 7.400000095367432
[Line 39207] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 34.29999923706055, 1.5, 1
[Line 39208] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5, 0.5, 0.5
[Line 39209] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.5, 0.5, 0.5999996066093445
[Line 39210] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 26.799999237060547, 0.6000000238418579, 0.6000000238418579
[Line 39211] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 10.300000190734863, 1.5, 1
[Line 39212] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 10, 2, 2
[Line 39213] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39214] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39215] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39216] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39217] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39218] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39219] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39220] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39221] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39222] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39223] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39224] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39225] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 4, 3, 3
[Line 39226] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 6, 3, 3
[Line 39227] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 1.5, 1
[Line 39228] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39229] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39230] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39231] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39232] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39233] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39234] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39235] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39236] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 10.399999618530273, 1, 1
[Line 39237] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 1, 3.1999998092651367, 3.200000047683716
[Line 39238] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 0.30000001192092896, 1.3999996185302734
[Line 39239] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 18, 1.2000000476837158, 1.2000000476837158
[Line 39240] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 0.30000001192092896, 13.399999618530273
[Line 39241] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5, 0.5, 0.5
[Line 39242] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 7, 0.5, 0.5
[Line 39243] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.5, 0.5, 0.5999996066093445
[Line 39244] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 10.300000190734863, 1.5, 1
[Line 39245] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.4999999701976776, 7.400000095367432, 7.400000095367432
[Line 39246] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 9, 0.5, 0.5
[Line 39247] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5, 0.5, 0.5
[Line 39248] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 0.30000001192092896, 20.5
[Line 39249] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 0.30000001192092896, 33.5
[Line 39250] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.5, 0.5, 0.5999996066093445
[Line 39251] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 10.300000190734863, 1.5, 1
[Line 39252] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 10.300000190734863, 1.5, 1
[Line 39253] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 10.300000190734863, 1.5, 1
[Line 39254] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 10, 2, 2
[Line 39255] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39256] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39257] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39258] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39259] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39260] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39261] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39262] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39263] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 6, 3, 3
[Line 39264] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 1, 3.1999998092651367, 3.200000047683716
[Line 39265] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 1, 3.1999998092651367, 3.200000047683716
[Line 39266] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.4999999701976776, 7.400000095367432, 7.400000095367432
[Line 39267] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 18, 1.2000000476837158, 1.2000000476837158
[Line 39268] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.4999999701976776, 7.400000095367432, 7.400000095367432
[Line 39269] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 34.29999923706055, 1.5, 1
[Line 39270] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 2, 2.5, 2.5
[Line 39271] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.450000047683716, 2.450000047683716
[Line 39272] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.5, 0.5, 0.5999996066093445
[Line 39273] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 10.300000190734863, 1.5, 1
[Line 39274] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 10.300000190734863, 1.5, 1
[Line 39275] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 10.300000190734863, 1.5, 1
[Line 39276] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39277] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39278] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39279] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 0.5, 0.5
[Line 39280] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39281] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39282] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39283] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39284] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39285] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 0.30000001192092896, 2.4000000953674316, 2.4000000953674316
[Line 39286] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 5.300000190734863, 1.5, 1
[Line 39287] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Crane.Part | Size: 16, 1, 16
[Line 39288] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Culverin.Metal | Size: 13.028547286987305, 4.349033832550049, 6.028507232666016
[Line 39289] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Culverin.Base | Size: 6.3663434982299805, 3.781172037124634, 5.654643535614014
[Line 39290] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Culverin.Base | Size: 6.3663434982299805, 3.781172037124634, 5.654643535614014
[Line 39291] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Culverin.Base | Size: 6.3663434982299805, 3.781172037124634, 5.654643535614014
[Line 39292] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Culverin.Metal | Size: 13.028547286987305, 4.349033832550049, 6.028507232666016
[Line 39293] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Culverin.Base | Size: 6.3663434982299805, 3.781172037124634, 5.654643535614014
[Line 39294] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Culverin.Metal | Size: 13.028547286987305, 4.349033832550049, 6.028507232666016
