[Line 385] [Output:5553]: [PART] Workspace.Map.IslandCloud.Fragmentable.Tallgrass.TallGrass | Size: 42, 3, 88
[Line 83290] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Models.Hut.Part | Size: 7, 4, 0.20000000298023224
[Line 83291] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Models.Hut.Rushes | Size: 15, 5.790446758270264, 1
[Line 83292] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Models.Hut.Rushes | Size: 15, 5.7907395362854, 1
[Line 83293] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Models.Hut.Part | Size: 10, 5, 0.4000000059604645
[Line 83294] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Models.Hut.Rushes | Size: 15, 5.788719177246094, 1
[Line 83295] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Models.Hut.Rushes | Size: 15, 5.7948102951049805, 1
[Line 83296] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Models.Hut.Part | Size: 10, 5, 0.4000000059604645
[Line 83297] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Models.Hut.Part | Size: 10, 5, 0.4000000059604645
[Line 83298] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Models.Hut.Part | Size: 10, 0.5, 0.4000000059604645
[Line 83299] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Models.Hut.Rushes | Size: 15, 5.792251110076904, 1
[Line 83300] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Models.SmallBanner.Part | Size: 12, 1, 1
[Line 83301] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Barrels.Barrel | Size: 4, 5, 4
[Line 83302] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Barrels.Barrel | Size: 4, 5, 4
[Line 83303] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Barrels.Barrel | Size: 4, 5, 4
[Line 83304] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Barrels.Barrel | Size: 4, 5, 4
[Line 83305] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Barrels.Barrel | Size: 4, 5, 4
[Line 83306] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Barrels.Barrel | Size: 4, 5, 4
[Line 83307] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Barrels.Barrel | Size: 4, 5, 4
[Line 83308] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Barrels.Barrel | Size: 4, 5, 4
[Line 83309] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Vases.Vase | Size: 3.200000047683716, 3.5, 2.4000000953674316
[Line 83310] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Vases.Vase | Size: 3.200000047683716, 3.5, 2.4000000953674316
[Line 83311] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Vases.Vase | Size: 3.299999952316284, 3.5, 3.299999952316284
[Line 83312] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83313] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83314] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83315] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83316] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83317] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83318] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83319] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83320] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83321] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83322] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83323] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83324] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 61, 3, 50
[Line 83325] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 85, 3, 71
[Line 83326] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83327] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83328] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83329] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83330] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Hills.MudHill | Size: 94, 5, 81
[Line 83331] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 62, 3, 94
[Line 83332] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 66, 3, 36
[Line 83333] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 51, 3, 60
[Line 83334] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 67, 3, 96
[Line 83335] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 141, 3, 93
[Line 83336] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 59, 3, 83
[Line 83337] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 141, 3, 93
[Line 83338] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 141, 3, 93
[Line 83339] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 91, 3, 96
[Line 83340] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 62, 3, 104
[Line 83341] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 91, 3, 96
[Line 83342] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 93, 3, 78
[Line 83343] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 59, 3, 78
[Line 83344] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 45, 3, 24
[Line 83345] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 55, 3, 42
[Line 83346] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 69, 3, 109
[Line 83347] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 35, 3, 14
[Line 83348] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 51, 3, 92
[Line 83349] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 42, 3, 48
[Line 83350] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 42, 3, 48
[Line 83351] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 142, 3, 91
[Line 83352] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 133, 3, 82
[Line 83353] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 92, 3, 57
[Line 83354] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 98, 3, 73
[Line 83355] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 46, 3, 42
[Line 83356] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 36, 3, 28
[Line 83357] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 13, 3, 35
[Line 83358] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 92, 3, 47
[Line 83359] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 92, 3, 57
[Line 83360] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 92, 3, 47
[Line 83361] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Tallgrass.TallGrass | Size: 36, 3, 61
[Line 83362] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Gunpowder.Gunpowder Barrel | Size: 2.5, 3, 2.5
[Line 83363] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Gunpowder.Gunpowder Barrel | Size: 2.5, 3, 2.5
[Line 83364] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Gunpowder.Gunpowder Barrel | Size: 2.5, 3, 2.5
[Line 83365] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Gunpowder.Gunpowder Barrel | Size: 2.5, 3, 2.5
[Line 83366] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Rare Chest.Base | Size: 4.010374546051025, 1.6041499376296997, 2.6735830307006836
[Line 83367] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83368] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 83369] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83370] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83371] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83372] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 83373] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83374] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 83375] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Rare Chest.Lid | Size: 4.010374546051025, 1.3367915153503418, 2.707002878189087
[Line 83376] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83377] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83378] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 83379] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83380] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83381] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83382] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83383] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83384] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83385] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83386] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83387] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 83388] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 83389] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Base | Size: 3, 1.2000000476837158, 2
[Line 83390] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.The Forest of Cernunno_Details.Chests.Treasure Chest.Lid | Size: 3, 1, 2.0250000953674316
[Line 83391] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Roof.Part | Size: 67, 5, 67
[Line 83392] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Roof.Part | Size: 27, 16, 20
[Line 83393] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Roof.Part | Size: 20, 16, 20
[Line 83394] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Roof.Part | Size: 20, 16, 20
[Line 83395] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Roof.Part | Size: 27, 16, 20
[Line 83396] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Roof.Part | Size: 20, 16, 20
[Line 83397] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 6, 93, 6
[Line 83398] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 15, 2, 2
[Line 83399] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 57, 91, 2
[Line 83400] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 10, 22, 1
[Line 83401] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 57, 1, 56.99983215332031
[Line 83402] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 57, 1, 56.99983215332031
[Line 83403] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 10, 22, 1
[Line 83404] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 6, 1, 5.9998321533203125
[Line 83405] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 6, 93, 6
[Line 83406] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 6, 93, 6
[Line 83407] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 6, 93, 6
[Line 83408] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 15, 2, 2
[Line 83409] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 6, 2, 10
[Line 83410] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 42, 91, 2
[Line 83411] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 57, 1, 56.99983215332031
[Line 83412] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.Part | Size: 6, 93, 6
[Line 83413] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.FortressTower.FakeDoor | Size: 0.5, 6, 9
[Line 83414] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Brazier.Part | Size: 4, 1, 4
[Line 83415] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Brazier.Part | Size: 0.5, 3, 0.5
[Line 83416] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Brazier.Part | Size: 0.5, 3, 0.5
[Line 83417] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Brazier.Part | Size: 0.5, 3, 0.5
[Line 83418] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Brazier.Part | Size: 0.5, 3, 0.5
[Line 83419] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Part | Size: 2, 16, 8
[Line 83420] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Brazier.Part | Size: 4, 1, 4
[Line 83421] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Brazier.Part | Size: 0.5, 3, 0.5
[Line 83422] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Brazier.Part | Size: 0.5, 3, 0.5
[Line 83423] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Brazier.Part | Size: 0.5, 3, 0.5
[Line 83424] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Brazier.Part | Size: 0.5, 3, 0.5
[Line 83425] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Part | Size: 8, 16, 2
[Line 83426] [Output:5553]: [PART] ReplicatedStorage.RS.UnloadIslands.Fort Talos.Artificial.Dungeons.ConferenceHall.Pillar.Brazier.Part | Size: 4, 1, 4
